"Text", "Query"
What are the common sports played by <A> and Polytechnic University of Philippines Taguig ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_athletics var_uri sep_dot dbr_Polytechnic_University_of_the_Philippines_Taguig dbo_sport var_uri brack_close
Count the different origins of members of the Vitis <A> species.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_species <A> sep_dot var_x dbo_origin var_uri  sep_dot var_uri rdf_type dbo_Place brack_close
What magazine published Allal and is the employer of <A>?, SELECT DISTINCT var_uri WHERE brack_open dbr_Allal dbo_publisher var_uri sep_dot <A>_(comedian) dbo_employer var_uri brack_close
Where were <A> and John Englehard born?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_birthPlace var_uri sep_dot dbr_John_Englehart dbo_birthPlace var_uri sep_dot brack_close
Name the office holder who was married to <A> and has resting palce as Montpelier ?,"SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_spouse <A> sep_dot var_uri dbp_restingplace dbr_Montpelier_(Orange,_Virginia)  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close"
Where was <A> trained ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_training var_uri brack_close 
In which series has <A> portrayed someone?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_portrayer <A> sep_dot var_x dbo_series var_uri  sep_dot brack_close
"List all the hubs of the airline whose one of the hub is <A> ?","SELECT DISTINCT var_uri WHERE brack_open var_x dbp_hubs <A> sep_dot var_x dbp_hubs var_uri  sep_dot var_x rdf_type dbo_Airline brack_close"
Was the song The Boy is Mine recorded in <A>?,ASK WHERE brack_open dbr_The_Boy_Is_Mine_(song) dbp_recorded <A> brack_close
Who is the president when <A> used to work for Democratic party?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_president var_uri brack_close 
Who wrote the play in which <A> is a character?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_characters <A> sep_dot var_x dbp_writer var_uri  sep_dot var_x rdf_type dbo_Play brack_close
Which district of <A> os the place of birth of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_district var_uri sep_dot <B> dbp_placeOfBirth var_uri brack_close
Where is the capital of <A> located?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_region var_x sep_dot var_x dbo_countySeat var_uri  sep_dot brack_close
What borders the valley which falls under <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_municipality <A> sep_dot var_x dbo_border var_uri  sep_dot var_x rdf_type dbo_Valley brack_close
What city is it where <A> governs and <B> was born?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_region var_uri sep_dot <B> dbo_birthPlace var_uri brack_close
List the regions served by the company which serves in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_regionServed <A> sep_dot var_x dbo_regionServed var_uri  sep_dot var_x rdf_type dbo_Company brack_close
Which prime ministers were served by the governor who appointed <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_appointer var_x sep_dot var_x dbo_primeMinister var_uri  sep_dot brack_close
Name the fictional character painted by <A> and portrayed in <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_creator <A> sep_dot var_uri dbo_portrayer <B>  sep_dot var_uri rdf_type dbo_FictionalCharacter brack_close
What is the state of origin of the person who is the successor of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_successor var_x sep_dot var_x dbo_stateOfOrigin var_uri  sep_dot var_x rdf_type dbo_Person brack_close
"What city in the US was Alfred Phillips born in, and is the resting place of <A> ?",SELECT DISTINCT var_uri WHERE brack_open <A> dbo_restingPlace var_uri sep_dot dbr_Alfred_N._Phillips dbp_birthPlace var_uri sep_dot brack_close
Give me the name of the organization hqed at <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_headquarter <A> sep_dot var_x dbp_agencyName var_uri  sep_dot var_x rdf_type dbo_Organisation brack_close
Who is the writer of the singles whose producer is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_producer <A> sep_dot var_x dbo_writer var_uri  sep_dot var_x rdf_type dbo_Single brack_close
Count the number of artist whose pone of the field is <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_field <A> sep_dot var_x dbo_field var_uri brack_close
Which veterans served at <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_occupation <A>  sep_dot brack_close
What are some shareholders of the bridge maintained by the <A> department of transportation?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_maintainedBy <A>_Department_of_Transportation sep_dot var_x dbp_owner var_uri  sep_dot var_x rdf_type dbo_Bridge brack_close
Name the team for which <A> played for which were also the tenants of MasterCard center ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_playedFor var_uri sep_dot dbr_MasterCard_Centre dbp_tenants var_uri brack_close
<A> is the governing body of which city?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_governingBody var_uri brack_close 
List the movies whose editors are born in <A>.,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_placeOfBirth <A> sep_dot var_uri dbo_editing var_x  sep_dot var_uri rdf_type dbo_Film brack_close
Does <B> a member of <A>?,ASK WHERE brack_open <A> dbp_currentTeam <B> brack_close
Is the <B> a <A>?,ASK WHERE brack_open <B> dbo_class <A> brack_close
Who attended <A> university?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_education <A>  sep_dot brack_close
Where was <A> born ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_birthplace var_uri brack_close 
What is the city whose mayor is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mayor <A>  sep_dot var_uri rdf_type dbo_AdministrativeRegion brack_close
Which destinations of the <A> is also the location continent of the <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_destinations var_uri sep_dot <B> dbo_locationCountry var_uri brack_close
Does <A> belong in the <B> club?,ASK WHERE brack_open <A> dbp_club <B> brack_close
Which field's journals are edited by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_editor <A> sep_dot var_x dbp_discipline var_uri  sep_dot var_x rdf_type dbo_AcademicJournal brack_close
Give me a list of everyone who manages the famous <A> sites?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_architecture <A> sep_dot var_x dbo_governingBody var_uri  sep_dot brack_close
List the film starring of the movies whose editor is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_editing <A> sep_dot var_x dbp_starring var_uri  sep_dot var_x rdf_type dbo_Film brack_close
Name hte builder of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A>_(BOS) dbo_builder var_uri brack_close 
Count the awards received by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_fields <A> sep_dot var_x dbo_award var_uri  sep_dot var_uri rdf_type dbo_Award brack_close
In which mountain <A> and <B> are located?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_locatedInArea <A> sep_dot var_uri dbo_locatedInArea <B> sep_dot var_uri rdf_type dbo_Mountain brack_close
What is the nickname of the club managed by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_manager <A> sep_dot var_x dbp_nickname var_uri  sep_dot brack_close
For how many different teams have the players debuted in <A> played?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_debutTeam <A> sep_dot var_x dbo_team var_uri  sep_dot var_uri rdf_type dbo_SportsTeam brack_close
<B> and <A> is the shore cities on which sea ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_cities <B> sep_dot var_uri dbp_cities <A> sep_dot var_uri rdf_type dbo_Sea brack_close
Was <B> the prime minister of <A>?,ASK WHERE brack_open <A> dbo_primeMinister <B> brack_close
How many different things are used as ingredients in <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_country <A> sep_dot var_x dbo_ingredient var_uri  sep_dot brack_close
How many people have been the first one to scale a peak in the <A> Park?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_locatedInArea <A> sep_dot var_x dbo_firstAscentPerson var_uri  sep_dot var_uri rdf_type dbo_Person brack_close
"What are some licensees of the stations playing in <A> ?","SELECT DISTINCT var_uri WHERE brack_open var_x dbp_area <A> sep_dot var_x dbp_licensee var_uri  sep_dot var_x rdf_type dbo_RadioStation brack_close"
Which builder of Ford Straight-6 engine is also the automobile latform provider of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_automobilePlatform var_uri sep_dot dbr_Ford_Straight-6_engine dbo_manufacturer var_uri brack_close
List the awards given to the key people in <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_keyPeople var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
Which distributer of <A> also makes Grewy goose ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Grey_Goose_(vodka) dbp_manufacturer var_uri sep_dot <A> dbp_distributor var_uri brack_close
Count the total number of bacterias whose division is <A> and domain is <B>?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_division <A> sep_dot var_uri dbp_domain <B> brack_close 
Count me the number of people whose military unit is involved with <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_role <A> sep_dot var_uri dbo_militaryUnit var_x  sep_dot var_uri rdf_type dbo_MilitaryPerson brack_close
What is the college of <B> which is also the college of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_college var_uri sep_dot <A>_(basketball) dbp_college var_uri brack_close
What are some other great things by the person who produced <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbo_producer var_x sep_dot var_x dbp_notableworks var_uri  sep_dot var_x rdf_type dbo_Person brack_close
Does Jean Louis Arcand work for <A>?,ASK WHERE brack_open dbr_Jean-Louis_Arcand dbp_institution <A> brack_close
Is <A> a <B>?,ASK WHERE brack_open <A> dbp_companyType <B> brack_close
Under which scientist did doctoral students erban ieica and <A> study?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_doctoralStudents dbr_Șerban_Țițeica sep_dot var_uri dbp_doctoralStudents <A> sep_dot var_uri rdf_type dbo_Scientist brack_close
Which rivers start in a country whose leader is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_leaderName <A> sep_dot var_uri dbo_sourceCountry var_x  sep_dot var_uri rdf_type dbo_River brack_close
Count the number of books whose author's were born in <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_birthPlace sep_dot var_uri dbo_author var_x  sep_dot var_uri rdf_type dbo_Book brack_close
Name the show whose jury consist of <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_judges <A> sep_dot var_uri dbp_judges <B> sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
List down all the baseball teams whose team manager was a <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_position <A> sep_dot var_uri dbo_manager var_x  sep_dot var_uri rdf_type dbo_BaseballTeam brack_close
 Which musical band produced the subsequent work of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_subsequentWork var_x sep_dot var_x dbo_musicalBand var_uri  sep_dot brack_close
What is the alma mater of the <A> which is also the alma mater of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_almaMater var_uri sep_dot <A> dbp_almaMater var_uri brack_close
Where is the stadium of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_stadium var_uri brack_close 
What is the debut team of the football player whose college is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_college <A> sep_dot var_x dbo_debutTeam var_uri  sep_dot var_x rdf_type dbo_GridironFootballPlayer brack_close
Does <A> fly to the <B>?,ASK WHERE brack_open <A> dbo_destination <B> brack_close
In which racing championships did <A> and Martin Molony participate?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_race var_uri sep_dot dbr_Martin_Molony dbo_race var_uri sep_dot brack_close
What is the origin of the grape whose wine region is the <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_wineRegion <A> sep_dot var_x dbo_origin var_uri  sep_dot var_x rdf_type dbo_Grape brack_close
Whose families are <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_family <A> sep_dot var_uri dbo_family <B> sep_dot brack_close
Name the artist of <A> discography ?, SELECT DISTINCT var_uri WHERE brack_open <A>_discography dbp_artist var_uri brack_close 
<A> was the advisor of how many people?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_doctoralAdvisor <A>  sep_dot brack_close
Name the TV show whose composer is <A> and company as Paramount Television ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_composer <A> sep_dot var_uri dbp_company dbr_Paramount_Television  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
list all the chairman of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_chairman var_uri brack_close 
"What are some employees of Uni of California, santa cruz?","SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_employer dbr_University_of_California,_Santa_Cruz  sep_dot brack_close"
"Which municipality of the <A> also place of birth of Krista Kelly ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbo_municipality var_uri sep_dot dbr_Krista_Kelly dbp_placeOfBirth var_uri brack_close"
Which famous writer was married to <A> and had a son named <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_spouse <A> sep_dot var_uri dbo_child <B>  sep_dot var_uri rdf_type dbo_Writer brack_close
Name the nearest city to <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_nearestCity var_uri brack_close 
How many TV shows have been created by <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_creator <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Who appointed the governor under which <A> worked?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_governor var_x sep_dot var_x dbp_appointer var_uri  sep_dot brack_close
What is the area of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_area var_uri brack_close 
who all play for of the american football players at  <A> position?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_position <A> sep_dot var_x dbo_team var_uri  sep_dot var_x rdf_type dbo_AmericanFootballPlayer brack_close
Name the office holder whose child is Lori Black and predecessor is Henry E. Catto Jr ?,"SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_children dbr_Lori_Black sep_dot var_uri dbo_predecessor dbr_Henry_E._Catto,_Jr sep_dot  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close"
Which televion show's theme music was given by <A> and is broadcasted by <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_themeMusicComposer <A> sep_dot var_uri dbo_network <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Name a person who was educated in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_education <A>  sep_dot var_uri rdf_type dbo_Person brack_close
Where do I find buildings rented by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_tenant <A> sep_dot var_x dbp_address var_uri  sep_dot var_x rdf_type dbo_Building brack_close
What is the field of interest of the advisor of Henri <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_academicAdvisor var_x sep_dot var_x dbp_fields var_uri  sep_dot brack_close
Name the actor of <B> to which <A> is married ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_spouse var_uri sep_dot <B> dbo_starring var_uri sep_dot brack_close
Count the cities whihch are on the same sea as that of <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_cities <A> sep_dot var_x dbp_cities var_uri brack_close
Name the stock holders of soccer club whose one of the stockholder is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_owner <A> sep_dot var_x dbo_owner var_uri  sep_dot var_x rdf_type dbo_SoccerClub brack_close
